10.000376 2.899896
10.002343 2.899613
10.003020 2.899442
10.004112 2.899252
10.005171 2.899076
10.006330 2.898976
10.007548 2.898872
10.009050 2.898755
10.010309 2.898649
10.011247 2.898560
10.012285 2.898466
10.013243 2.898392
10.013244 2.898376
10.014627 2.898264
10.015805 2.898082
10.017170 2.897971
10.018188 2.897878
10.019107 2.897789
10.020085 2.897698
10.021083 2.897606
10.022365 2.897499
10.023324 2.897409
10.024925 2.897242
10.026066 2.896942
10.027799 2.896597
10.028476 2.896418
10.030287 2.896152
10.031396 2.895862
10.032210 2.895801
10.032887 2.894822
10.042116 2.894679
10.042793 2.893699
10.052325 2.893448
10.053434 2.893158
10.054351 2.892998
10.055460 2.892708
10.055874 2.892667
10.056551 2.891687
10.065930 2.891488
10.067311 2.891332
10.068420 2.891042
10.069154 2.890985
10.069831 2.890005
10.079100 2.889861
10.079777 2.888881
10.089748 2.888608
10.090857 2.888318
10.091351 2.888273
10.092028 2.887293
10.101839 2.887028
10.102948 2.886737
10.103562 2.886687
10.104239 2.885707
10.113790 2.885455
10.114899 2.885164
10.115513 2.885114
10.116190 2.884134
10.125741 2.883881
10.126850 2.883591
10.127608 2.883440
10.128717 2.883150
10.129331 2.883099
10.130008 2.882119
10.139377 2.881969
10.140054 2.880990
10.149665 2.880734
10.150774 2.880444
10.151228 2.880401
10.151905 2.879422
10.161496 2.879167
10.162605 2.878877
10.163319 2.878821
10.163996 2.877842
10.173547 2.877589
10.174656 2.877299
10.175090 2.877257
10.175767 2.876277
10.185358 2.876023
10.186467 2.875733
10.187184 2.875583
10.188293 2.875293
10.188787 2.875248
10.189464 2.874269
10.198933 2.874114
10.199610 2.873134
10.209161 2.872882
10.210271 2.872592
10.211005 2.872535
10.211682 2.871555
10.221333 2.871298
10.222442 2.871008
10.223319 2.870850
10.224428 2.870560
10.224802 2.870521
10.225479 2.869541
10.234728 2.869398
10.235405 2.868418
10.244554 2.868279
10.245231 2.867300
10.254440 2.867158
10.255117 2.866178
10.264728 2.865923
10.265837 2.865633
10.266631 2.865573
10.267308 2.864593
10.276999 2.864334
10.278108 2.864044
10.278845 2.863893
10.279954 2.863603
10.280691 2.863452
10.281800 2.863162
10.282577 2.863009
10.283687 2.862719
10.284181 2.862675
10.284858 2.861695
10.294027 2.861555
10.294704 2.860575
10.303873 2.860436
10.304550 2.859456
10.314141 2.859202
10.315250 2.858911
10.315904 2.858859
10.316581 2.857879
10.326252 2.857621
10.327361 2.857330
10.327955 2.857281
10.328632 2.856301
10.338403 2.856038
10.339512 2.855747
10.339926 2.855707
10.340603 2.854727
10.350254 2.854469
10.351363 2.854179
10.352260 2.854021
10.353369 2.853730
10.354226 2.853574
10.355335 2.853284
10.355769 2.853242
10.356446 2.852262
10.365595 2.852124
10.366273 2.851144
10.375522 2.851000
10.376199 2.850021
10.385348 2.849882
10.386025 2.848902
10.395596 2.848649
10.396705 2.848359
10.397485 2.848250
10.398827 2.848190
10.399504 2.847210
10.409075 2.846957
10.410184 2.846667
10.411121 2.846506
10.412231 2.846216
10.412905 2.846162
10.413582 2.845182
10.422871 2.845037
10.423548 2.844057
10.433119 2.843804
10.434228 2.843513
10.434782 2.843466
10.435459 2.842486
10.444708 2.842342
10.445385 2.841363
10.454714 2.841215
10.455391 2.840235
10.464540 2.840097
10.465217 2.839117
10.474788 2.838864
10.475897 2.838573
10.476591 2.838519
10.477268 2.837539
10.486959 2.837279
10.488068 2.836989
10.488785 2.836840
10.489894 2.836550
10.490308 2.836509
10.490985 2.835529
10.500576 2.835275
10.501686 2.834984
10.502563 2.834827
10.503672 2.834537
10.504146 2.834493
10.504823 2.833513
10.514714 2.833244
10.515823 2.832954
10.516680 2.832797
10.517789 2.832507
10.518243 2.832464
10.518920 2.831484
10.528891 2.831211
10.530000 2.830921
10.530757 2.830769
10.531866 2.830479
10.532260 2.830439
10.532937 2.829459
10.542446 2.829303
10.543123 2.828323
10.552272 2.828185
10.552949 2.827205
10.562178 2.826981
10.563524 2.826896
10.564201 2.825917
10.573812 2.825661
10.574921 2.825371
10.575535 2.825320
10.576212 2.824340
10.585784 2.824087
10.586893 2.823797
10.587650 2.823645
10.588759 2.823355
10.589513 2.823297
10.590190 2.822318
10.599821 2.822061
10.600930 2.821771
10.601727 2.821617
10.602836 2.821327
10.603490 2.821274
10.604167 2.820295
10.613316 2.820156
10.613993 2.819176
10.623824 2.818910
10.624933 2.818620
10.625527 2.818570
10.626204 2.817590
10.635815 2.817335
10.636924 2.817045
10.637701 2.816892
10.638810 2.816602
10.639404 2.816552
10.640081 2.815572
10.649672 2.815318
10.650781 2.815028
10.651618 2.814872
10.652728 2.814582
10.653282 2.814534
10.653959 2.813555
10.663128 2.813415
10.663805 2.812435
10.672954 2.812297
10.673631 2.811317
10.682860 2.811174
10.683537 2.810195
10.693228 2.809935
10.694337 2.809645
10.695071 2.809588
10.695748 2.808608
10.705359 2.808353
10.706468 2.808063
10.707345 2.807905
10.708454 2.807615
10.708908 2.807572
10.709585 2.806593
10.718834 2.806449
10.719511 2.805469
10.729202 2.805210
10.730311 2.804920
10.730705 2.804880
10.731382 2.803900
10.740571 2.803760
10.741249 2.802780
10.750498 2.802636
10.751175 2.801656
10.761026 2.801389
10.762135 2.801099
10.762912 2.800946
10.764021 2.800656
10.764455 2.800614
10.765132 2.799635
10.774601 2.799480
10.775278 2.798500
10.784909 2.798244
10.786018 2.797954
10.786775 2.797802
10.787884 2.797512
10.788358 2.797468
10.789035 2.796488
10.798686 2.796231
10.799795 2.795941
10.800369 2.795892
10.801046 2.794912
10.810697 2.794655
10.811806 2.794365
10.812180 2.794326
10.812857 2.793346
10.822346 2.793110
10.823492 2.793035
10.824169 2.792055
10.833799 2.791892
10.834476 2.790913
10.844327 2.790645
10.845436 2.790355
10.845930 2.790310
10.846607 2.789331
10.855756 2.789192
10.856433 2.788212
10.866064 2.787956
10.867173 2.787666
10.868130 2.787504
10.869239 2.787214
10.869653 2.787173
10.870330 2.786193
10.879901 2.785940
10.881010 2.785650
10.881827 2.785495
10.882936 2.785205
10.883673 2.785054
10.884782 2.784764
10.885376 2.784715
10.886053 2.783735
10.895864 2.783469
10.896973 2.783179
10.897427 2.783136
10.898104 2.782157
10.908015 2.781886
10.909125 2.781596
10.909679 2.781548
10.910356 2.780569
10.919665 2.780422
10.920342 2.779442
10.929511 2.779303
10.930188 2.778323
10.939919 2.778061
10.941028 2.777771
10.941965 2.777611
10.943074 2.777321
10.943508 2.777279
10.944185 2.776299
10.954036 2.776032
10.955145 2.775741
10.956082 2.775581
10.957191 2.775291
10.957585 2.775251
10.958262 2.774271
10.967873 2.774016
10.968982 2.773726
10.969476 2.773681
10.970153 2.772701
10.980004 2.772434
10.981113 2.772143
10.981587 2.772019
10.982996 2.771837
10.984106 2.771547
10.984640 2.771500
10.985317 2.770520
10.994888 2.770267
10.995997 2.769977
10.996511 2.769931
10.997188 2.768951
11.006839 2.768694
11.007948 2.768404
11.009085 2.768233
11.010194 2.767943
11.010588 2.767903
11.011265 2.766923
11.020854 2.766763
11.021531 2.765783
11.031122 2.765529
11.032231 2.765238
11.032765 2.765192
11.033442 2.764212
11.043233 2.763948
11.044342 2.763657
11.044796 2.763615
11.045473 2.762635
11.055444 2.762362
11.056553 2.762071
11.056967 2.762031
11.057644 2.761051
11.067233 2.760890
11.067910 2.759911
11.077502 2.759656
11.078611 2.759366
11.079328 2.759216
11.080437 2.758926
11.080931 2.758881
11.081608 2.757902
11.091379 2.757638
11.092488 2.757348
11.093205 2.757198
11.094314 2.756908
11.094788 2.756865
11.095465 2.755885
11.104794 2.755737
11.105471 2.754757
11.114740 2.754613
11.115417 2.753633
11.124586 2.753494
11.125263 2.752514
11.134814 2.752261
11.135923 2.751971
11.136377 2.751928
11.137054 2.750949
11.146605 2.750696
11.147714 2.750406
11.148571 2.750249
11.149681 2.749959
11.150195 2.749914
11.150872 2.748934
11.160523 2.748676
11.161632 2.748386
11.162046 2.748346
11.162723 2.747366
11.172274 2.747113
11.173383 2.746823
11.173837 2.746780
11.174514 2.745801
11.184165 2.745543
11.185274 2.745253
11.186331 2.745086
11.187440 2.744796
11.187874 2.744755
11.188551 2.743775
11.198000 2.743540
11.199569 2.743350
11.200678 2.743060
11.201655 2.742898
